label:               N/A                                               
model:               bmDCA                                             
input MSA:           data/DBD_alignment.uniref90.cov80.nodupl.fasta    
alphabet:            protein                                           
sampler:             gibbs                                             
nchains:             10000                                             
nsweeps:             10                                                
lr:                  0.01                                              
pseudo count:        0.0003374957813027337                             
data type:           float32                                           
target Pearson Cij:  0.95                                              
random seed:         0                                                 

Epochs     Pearson    Slope      LL_train   LL_test    ESS        Entropy    Density    Time      
815        0.838      0.611      -109.775   nan        0.926      119.459    1.000      274.125   
816        0.838      0.613      -109.761   nan        0.926      119.496    1.000      274.353   
817        0.840      0.610      -109.748   nan        0.926      119.681    1.000      274.583   
818        0.837      0.620      -109.734   nan        0.926      119.387    1.000      274.813   
819        0.839      0.611      -109.721   nan        0.926      119.750    1.000      275.045   
820        0.839      0.619      -109.708   nan        0.926      119.598    1.000      275.274   
821        0.838      0.620      -109.695   nan        0.926      119.374    1.000      275.503   
822        0.838      0.625      -109.682   nan        0.926      119.450    1.000      275.732   
823        0.838      0.625      -109.668   nan        0.926      119.482    1.000      275.960   
824        0.835      0.628      -109.655   nan        0.926      119.205    1.000      276.190   
825        0.839      0.617      -109.642   nan        0.925      119.443    1.000      276.419   
826        0.839      0.619      -109.629   nan        0.925      119.412    1.000      276.648   
827        0.839      0.624      -109.616   nan        0.925      119.326    1.000      276.877   
828        0.839      0.615      -109.603   nan        0.925      119.298    1.000      277.107   
829        0.841      0.618      -109.589   nan        0.925      119.641    1.000      277.343   
830        0.840      0.612      -109.576   nan        0.925      119.621    1.000      277.571   
831        0.839      0.617      -109.563   nan        0.925      119.428    1.000      277.800   
832        0.839      0.609      -109.549   nan        0.925      119.431    1.000      278.030   
833        0.839      0.617      -109.536   nan        0.924      119.485    1.000      278.258   
834        0.842      0.611      -109.523   nan        0.924      119.510    1.000      278.488   
835        0.839      0.621      -109.510   nan        0.924      119.407    1.000      278.717   
836        0.840      0.628      -109.497   nan        0.924      119.150    1.000      278.947   
837        0.842      0.621      -109.484   nan        0.924      119.296    1.000      279.176   
838        0.842      0.616      -109.471   nan        0.924      119.342    1.000      279.404   
839        0.841      0.623      -109.458   nan        0.924      119.242    1.000      279.632   
840        0.842      0.624      -109.444   nan        0.924      119.315    1.000      279.862   
841        0.841      0.620      -109.432   nan        0.924      119.128    1.000      280.093   
842        0.842      0.630      -109.419   nan        0.923      119.049    1.000      280.322   
843        0.841      0.624      -109.406   nan        0.923      119.334    1.000      280.551   
844        0.842      0.623      -109.393   nan        0.923      119.299    1.000      280.780   
845        0.844      0.614      -109.380   nan        0.923      119.254    1.000      281.009   
846        0.841      0.627      -109.367   nan        0.923      119.348    1.000      281.238   
847        0.842      0.625      -109.354   nan        0.923      119.048    1.000      281.467   
848        0.844      0.619      -109.341   nan        0.923      119.339    1.000      281.695   
849        0.843      0.630      -109.328   nan        0.923      119.145    1.000      281.924   
850        0.842      0.632      -109.315   nan        0.922      119.004    1.000      282.152   
851        0.841      0.623      -109.302   nan        0.922      119.333    1.000      287.257   
852        0.844      0.615      -109.289   nan        0.922      119.427    1.000      287.485   
853        0.845      0.625      -109.276   nan        0.922      119.221    1.000      287.713   
854        0.844      0.627      -109.263   nan        0.922      119.039    1.000      287.943   
855        0.844      0.623      -109.250   nan        0.922      119.147    1.000      288.172   
856        0.844      0.626      -109.237   nan        0.922      119.198    1.000      288.402   
857        0.844      0.624      -109.224   nan        0.922      119.137    1.000      288.631   
858        0.843      0.627      -109.211   nan        0.921      119.049    1.000      288.860   
859        0.844      0.629      -109.199   nan        0.921      119.326    1.000      289.089   
860        0.844      0.623      -109.185   nan        0.921      119.277    1.000      289.318   
861        0.846      0.622      -109.172   nan        0.921      119.303    1.000      289.547   
862        0.845      0.621      -109.160   nan        0.921      119.114    1.000      289.777   
863        0.844      0.629      -109.147   nan        0.921      119.120    1.000      290.008   
864        0.845      0.626      -109.134   nan        0.921      118.903    1.000      290.237   
865        0.843      0.624      -109.121   nan        0.921      119.115    1.000      290.465   
866        0.845      0.632      -109.108   nan        0.920      118.956    1.000      290.693   
867        0.846      0.630      -109.096   nan        0.920      119.179    1.000      290.922   
868        0.845      0.634      -109.083   nan        0.920      119.078    1.000      291.154   
869        0.845      0.623      -109.070   nan        0.920      119.273    1.000      291.382   
870        0.845      0.630      -109.057   nan        0.920      118.874    1.000      291.611   
871        0.844      0.628      -109.044   nan        0.920      119.052    1.000      291.839   
872        0.846      0.638      -109.032   nan        0.920      118.728    1.000      292.069   
873        0.845      0.631      -109.019   nan        0.919      119.004    1.000      292.298   
874        0.846      0.629      -109.007   nan        0.919      119.115    1.000      292.526   
875        0.846      0.625      -108.994   nan        0.919      119.077    1.000      292.754   
876        0.847      0.632      -108.981   nan        0.919      119.149    1.000      292.983   
877        0.847      0.641      -108.969   nan        0.919      118.930    1.000      293.211   
878        0.846      0.632      -108.956   nan        0.919      118.972    1.000      293.440   
879        0.848      0.639      -108.944   nan        0.919      118.805    1.000      293.668   
880        0.846      0.633      -108.931   nan        0.918      119.013    1.000      293.896   
881        0.847      0.631      -108.918   nan        0.918      119.069    1.000      294.124   
882        0.846      0.640      -108.905   nan        0.918      118.965    1.000      294.352   
883        0.846      0.633      -108.893   nan        0.918      118.928    1.000      294.582   
884        0.846      0.629      -108.880   nan        0.918      118.939    1.000      294.810   
885        0.847      0.637      -108.867   nan        0.918      118.788    1.000      295.042   
886        0.846      0.634      -108.855   nan        0.918      118.846    1.000      295.272   
887        0.848      0.628      -108.842   nan        0.917      119.092    1.000      295.501   
888        0.848      0.635      -108.830   nan        0.917      118.918    1.000      295.729   
889        0.847      0.635      -108.817   nan        0.917      118.986    1.000      295.958   
890        0.848      0.633      -108.804   nan        0.917      118.773    1.000      296.187   
891        0.848      0.635      -108.792   nan        0.917      118.905    1.000      296.420   
892        0.848      0.630      -108.779   nan        0.917      118.868    1.000      296.652   
893        0.849      0.643      -108.766   nan        0.917      118.574    1.000      296.880   
894        0.847      0.637      -108.754   nan        0.917      118.913    1.000      297.109   
895        0.849      0.626      -108.741   nan        0.917      119.166    1.000      297.338   
896        0.850      0.630      -108.729   nan        0.917      118.999    1.000      297.568   
897        0.848      0.638      -108.716   nan        0.916      118.467    1.000      297.795   
898        0.849      0.641      -108.703   nan        0.916      118.763    1.000      298.023   
899        0.848      0.651      -108.691   nan        0.916      118.527    1.000      298.254   
900        0.850      0.648      -108.678   nan        0.916      118.513    1.000      298.488   
901        0.848      0.644      -108.665   nan        0.916      118.703    1.000      303.619   
902        0.848      0.649      -108.653   nan        0.915      118.621    1.000      303.848   
903        0.849      0.640      -108.641   nan        0.915      118.614    1.000      304.078   
904        0.849      0.636      -108.628   nan        0.915      118.705    1.000      304.307   
905        0.850      0.639      -108.616   nan        0.915      118.733    1.000      304.535   
906        0.850      0.640      -108.603   nan        0.915      118.648    1.000      304.764   
907        0.849      0.635      -108.591   nan        0.915      118.722    1.000      304.997   
908        0.849      0.646      -108.578   nan        0.915      118.663    1.000      305.227   
909        0.849      0.644      -108.565   nan        0.915      118.737    1.000      305.455   
910        0.850      0.638      -108.553   nan        0.915      118.866    1.000      305.683   
911        0.851      0.641      -108.541   nan        0.915      118.760    1.000      305.911   
912        0.849      0.648      -108.528   nan        0.915      118.575    1.000      306.142   
913        0.850      0.648      -108.516   nan        0.915      118.514    1.000      306.370   
914        0.851      0.641      -108.503   nan        0.915      118.646    1.000      306.599   
915        0.849      0.640      -108.491   nan        0.915      118.846    1.000      306.828   
916        0.850      0.637      -108.479   nan        0.915      118.747    1.000      307.057   
917        0.852      0.641      -108.466   nan        0.915      118.619    1.000      307.285   
918        0.850      0.646      -108.454   nan        0.915      118.534    1.000      307.513   
919        0.851      0.648      -108.442   nan        0.915      118.502    1.000      307.741   
920        0.851      0.642      -108.429   nan        0.914      118.823    1.000      307.969   
921        0.851      0.641      -108.417   nan        0.914      118.477    1.000      308.197   
922        0.851      0.640      -108.405   nan        0.914      118.615    1.000      308.425   
923        0.851      0.641      -108.392   nan        0.914      118.582    1.000      308.653   
924        0.851      0.649      -108.380   nan        0.914      118.558    1.000      308.881   
925        0.851      0.649      -108.368   nan        0.914      118.342    1.000      309.109   
926        0.853      0.644      -108.355   nan        0.914      118.477    1.000      309.338   
927        0.853      0.641      -108.343   nan        0.914      118.530    1.000      309.567   
928        0.854      0.639      -108.331   nan        0.914      118.831    1.000      309.794   
929        0.853      0.643      -108.319   nan        0.913      118.670    1.000      310.026   
930        0.853      0.644      -108.307   nan        0.913      118.626    1.000      310.254   
931        0.853      0.647      -108.294   nan        0.913      118.512    1.000      310.482   
932        0.854      0.655      -108.282   nan        0.913      118.543    1.000      310.710   
933        0.851      0.649      -108.270   nan        0.913      118.364    1.000      310.939   
934        0.855      0.638      -108.257   nan        0.913      118.596    1.000      311.168   
935        0.852      0.648      -108.245   nan        0.913      118.450    1.000      311.396   
936        0.853      0.655      -108.233   nan        0.913      118.208    1.000      311.624   
937        0.854      0.648      -108.221   nan        0.913      118.467    1.000      311.851   
938        0.854      0.651      -108.209   nan        0.913      118.367    1.000      312.080   
939        0.852      0.655      -108.196   nan        0.912      118.198    1.000      312.308   
940        0.853      0.649      -108.184   nan        0.912      118.241    1.000      312.537   
941        0.853      0.655      -108.172   nan        0.912      118.191    1.000      312.765   
942        0.854      0.649      -108.160   nan        0.912      118.350    1.000      312.994   
943        0.854      0.650      -108.148   nan        0.912      118.424    1.000      313.222   
944        0.854      0.647      -108.136   nan        0.912      118.372    1.000      313.452   
945        0.854      0.654      -108.124   nan        0.912      118.340    1.000      313.681   
946        0.853      0.655      -108.111   nan        0.912      118.179    1.000      313.910   
947        0.855      0.654      -108.099   nan        0.911      118.368    1.000      314.137   
948        0.855      0.651      -108.087   nan        0.911      118.487    1.000      314.366   
949        0.855      0.654      -108.075   nan        0.911      118.280    1.000      314.593   
950        0.854      0.645      -108.063   nan        0.911      118.329    1.000      314.821   
951        0.853      0.656      -108.051   nan        0.911      118.127    1.000      320.060   
952        0.854      0.651      -108.039   nan        0.911      118.213    1.000      320.290   
953        0.855      0.651      -108.027   nan        0.911      118.422    1.000      320.517   
954        0.856      0.655      -108.015   nan        0.910      118.439    1.000      320.745   
955        0.855      0.654      -108.003   nan        0.910      118.191    1.000      320.974   
956        0.856      0.654      -107.991   nan        0.910      118.316    1.000      321.205   
957        0.855      0.653      -107.979   nan        0.910      118.354    1.000      321.433   
958        0.854      0.657      -107.967   nan        0.910      118.082    1.000      321.662   
959        0.855      0.653      -107.955   nan        0.910      118.219    1.000      321.892   
960        0.856      0.652      -107.943   nan        0.910      118.188    1.000      322.122   
961        0.855      0.654      -107.931   nan        0.910      118.368    1.000      322.351   
962        0.856      0.653      -107.919   nan        0.910      118.153    1.000      322.579   
963        0.858      0.653      -107.906   nan        0.909      118.295    1.000      322.808   
964        0.855      0.649      -107.895   nan        0.909      118.271    1.000      323.037   
965        0.857      0.653      -107.882   nan        0.909      118.236    1.000      323.265   
966        0.857      0.648      -107.870   nan        0.909      118.295    1.000      323.492   
967        0.856      0.648      -107.858   nan        0.909      118.385    1.000      323.720   
968        0.857      0.649      -107.846   nan        0.909      118.262    1.000      323.949   
969        0.857      0.652      -107.834   nan        0.909      118.347    1.000      324.176   
970        0.857      0.646      -107.822   nan        0.909      118.471    1.000      324.404   
971        0.856      0.661      -107.810   nan        0.908      118.183    1.000      324.632   
972        0.856      0.653      -107.799   nan        0.908      118.081    1.000      324.861   
973        0.858      0.649      -107.786   nan        0.908      118.159    1.000      325.093   
974        0.858      0.654      -107.775   nan        0.908      118.217    1.000      325.322   
975        0.857      0.657      -107.763   nan        0.908      118.051    1.000      325.549   
976        0.857      0.654      -107.751   nan        0.908      118.210    1.000      325.778   
977        0.857      0.659      -107.739   nan        0.908      118.208    1.000      326.007   
978        0.857      0.660      -107.727   nan        0.908      117.935    1.000      326.235   
979        0.857      0.658      -107.715   nan        0.908      118.028    1.000      326.463   
980        0.859      0.661      -107.703   nan        0.907      117.894    1.000      326.691   
981        0.858      0.653      -107.692   nan        0.907      118.317    1.000      326.919   
982        0.858      0.663      -107.680   nan        0.907      118.163    1.000      327.147   
983        0.858      0.661      -107.668   nan        0.907      118.007    1.000      327.376   
984        0.858      0.668      -107.656   nan        0.907      117.840    1.000      327.609   
985        0.859      0.661      -107.644   nan        0.907      117.822    1.000      327.837   
986        0.857      0.661      -107.632   nan        0.907      118.044    1.000      328.066   
987        0.858      0.663      -107.620   nan        0.907      118.007    1.000      328.296   
988        0.859      0.664      -107.609   nan        0.906      117.977    1.000      328.525   
989        0.859      0.661      -107.597   nan        0.906      118.046    1.000      328.754   
990        0.859      0.665      -107.585   nan        0.906      117.935    1.000      328.982   
991        0.858      0.660      -107.573   nan        0.906      118.142    1.000      329.210   
992        0.858      0.663      -107.562   nan        0.906      117.941    1.000      329.441   
993        0.860      0.658      -107.550   nan        0.906      118.044    1.000      329.670   
994        0.860      0.659      -107.538   nan        0.905      117.850    1.000      329.901   
995        0.858      0.667      -107.526   nan        0.905      117.691    1.000      330.135   
996        0.859      0.659      -107.514   nan        0.905      117.889    1.000      330.366   
997        0.860      0.656      -107.502   nan        0.905      118.038    1.000      330.597   
998        0.859      0.654      -107.490   nan        0.905      117.981    1.000      330.828   
999        0.860      0.663      -107.479   nan        0.905      117.839    1.000      331.059   
1000       0.860      0.666      -107.467   nan        0.905      118.044    1.000      331.289   
1001       0.861      0.661      -107.455   nan        0.905      117.881    1.000      336.438   
1002       0.860      0.669      -107.444   nan        0.905      117.692    1.000      336.670   
1003       0.860      0.663      -107.432   nan        0.905      117.828    1.000      336.906   
1004       0.859      0.662      -107.420   nan        0.904      117.921    1.000      337.137   
1005       0.862      0.657      -107.409   nan        0.904      118.280    1.000      337.370   
1006       0.861      0.656      -107.397   nan        0.904      117.953    1.000      337.605   
1007       0.861      0.664      -107.385   nan        0.904      118.094    1.000      337.840   
1008       0.861      0.662      -107.373   nan        0.904      117.956    1.000      338.079   
1009       0.861      0.671      -107.362   nan        0.904      117.618    1.000      338.311   
1010       0.861      0.668      -107.350   nan        0.904      117.772    1.000      338.544   
1011       0.861      0.666      -107.338   nan        0.904      117.703    1.000      338.781   
1012       0.860      0.663      -107.327   nan        0.904      117.752    1.000      339.019   
1013       0.861      0.667      -107.315   nan        0.903      117.691    1.000      339.253   
1014       0.860      0.670      -107.303   nan        0.903      117.765    1.000      339.485   
1015       0.860      0.673      -107.292   nan        0.903      117.521    1.000      339.715   
1016       0.862      0.673      -107.280   nan        0.903      117.646    1.000      339.949   
1017       0.863      0.671      -107.268   nan        0.903      117.660    1.000      340.186   
1018       0.864      0.661      -107.256   nan        0.903      117.903    1.000      340.421   
1019       0.863      0.663      -107.245   nan        0.903      117.759    1.000      340.651   
1020       0.860      0.667      -107.233   nan        0.903      117.791    1.000      340.883   
1021       0.861      0.670      -107.221   nan        0.903      117.573    1.000      341.120   
1022       0.862      0.670      -107.210   nan        0.902      117.653    1.000      341.353   
1023       0.865      0.665      -107.198   nan        0.902      117.785    1.000      341.586   
1024       0.862      0.683      -107.187   nan        0.902      117.406    1.000      341.820   
1025       0.862      0.680      -107.175   nan        0.902      117.567    1.000      342.054   
1026       0.862      0.669      -107.164   nan        0.902      117.867    1.000      342.289   
1027       0.862      0.669      -107.152   nan        0.902      117.708    1.000      342.522   
1028       0.861      0.668      -107.141   nan        0.902      117.595    1.000      342.755   
1029       0.862      0.663      -107.129   nan        0.902      117.480    1.000      342.991   
1030       0.862      0.662      -107.118   nan        0.902      117.706    1.000      343.221   
1031       0.863      0.670      -107.106   nan        0.902      117.601    1.000      343.448   
1032       0.863      0.660      -107.094   nan        0.902      117.715    1.000      343.676   
1033       0.863      0.667      -107.083   nan        0.902      117.711    1.000      343.904   
1034       0.863      0.679      -107.072   nan        0.902      117.598    1.000      344.134   
1035       0.864      0.675      -107.060   nan        0.902      117.709    1.000      344.362   
1036       0.864      0.670      -107.049   nan        0.902      117.664    1.000      344.592   
1037       0.862      0.671      -107.037   nan        0.902      117.709    1.000      344.822   
1038       0.863      0.670      -107.026   nan        0.902      117.591    1.000      345.054   
1039       0.865      0.674      -107.014   nan        0.902      117.453    1.000      345.282   
1040       0.865      0.674      -107.003   nan        0.902      117.552    1.000      345.510   
1041       0.865      0.669      -106.991   nan        0.902      117.719    1.000      345.739   
1042       0.864      0.670      -106.980   nan        0.902      117.578    1.000      345.969   
1043       0.864      0.672      -106.969   nan        0.902      117.483    1.000      346.197   
1044       0.864      0.672      -106.957   nan        0.901      117.619    1.000      346.425   
1045       0.866      0.667      -106.946   nan        0.901      117.490    1.000      346.654   
1046       0.865      0.671      -106.935   nan        0.901      117.543    1.000      346.884   
1047       0.866      0.667      -106.923   nan        0.901      117.687    1.000      347.112   
1048       0.864      0.669      -106.912   nan        0.901      117.562    1.000      347.340   
1049       0.867      0.665      -106.901   nan        0.901      117.519    1.000      347.568   
1050       0.865      0.677      -106.890   nan        0.901      117.395    1.000      347.795   
1051       0.865      0.675      -106.878   nan        0.901      117.407    1.000      352.897   
1052       0.866      0.669      -106.867   nan        0.901      117.454    1.000      353.126   
1053       0.865      0.669      -106.856   nan        0.901      117.795    1.000      353.354   
1054       0.865      0.677      -106.844   nan        0.901      117.320    1.000      353.584   
1055       0.866      0.681      -106.833   nan        0.901      117.277    1.000      353.811   
1056       0.867      0.670      -106.821   nan        0.901      117.604    1.000      354.040   
1057       0.865      0.679      -106.810   nan        0.901      117.347    1.000      354.267   
1058       0.866      0.673      -106.799   nan        0.901      117.365    1.000      354.497   
1059       0.866      0.672      -106.787   nan        0.901      117.461    1.000      354.726   
1060       0.867      0.670      -106.776   nan        0.901      117.363    1.000      354.956   
1061       0.866      0.670      -106.765   nan        0.900      117.571    1.000      355.186   
1062       0.866      0.666      -106.754   nan        0.900      117.507    1.000      355.415   
1063       0.867      0.670      -106.742   nan        0.900      117.413    1.000      355.642   
1064       0.866      0.684      -106.731   nan        0.900      117.156    1.000      355.870   
1065       0.866      0.679      -106.720   nan        0.900      117.315    1.000      356.098   
1066       0.866      0.679      -106.709   nan        0.900      117.399    1.000      356.327   
1067       0.865      0.681      -106.697   nan        0.900      117.366    1.000      356.554   
1068       0.867      0.673      -106.686   nan        0.900      117.485    1.000      356.781   
1069       0.867      0.680      -106.675   nan        0.900      117.214    1.000      357.009   
1070       0.868      0.675      -106.663   nan        0.900      117.417    1.000      357.237   
1071       0.867      0.670      -106.652   nan        0.900      117.272    1.000      357.464   
1072       0.868      0.674      -106.641   nan        0.900      117.359    1.000      357.692   
1073       0.868      0.672      -106.630   nan        0.899      117.300    1.000      357.920   
1074       0.869      0.667      -106.618   nan        0.899      117.472    1.000      358.147   
1075       0.867      0.683      -106.607   nan        0.899      117.118    1.000      358.374   
1076       0.868      0.681      -106.596   nan        0.899      117.267    1.000      358.602   
1077       0.868      0.676      -106.585   nan        0.899      117.077    1.000      358.831   
1078       0.868      0.679      -106.574   nan        0.899      117.089    1.000      359.059   
1079       0.866      0.684      -106.563   nan        0.899      117.187    1.000      359.288   
1080       0.867      0.680      -106.551   nan        0.899      117.291    1.000      359.516   
1081       0.868      0.690      -106.540   nan        0.899      117.063    1.000      359.744   
1082       0.867      0.684      -106.529   nan        0.898      116.941    1.000      359.974   
1083       0.869      0.672      -106.518   nan        0.898      117.435    1.000      360.203   
1084       0.869      0.681      -106.507   nan        0.898      117.240    1.000      360.432   
1085       0.869      0.675      -106.496   nan        0.898      117.164    1.000      360.660   
1086       0.868      0.684      -106.485   nan        0.898      117.083    1.000      360.888   
1087       0.869      0.676      -106.473   nan        0.898      117.424    1.000      361.117   
1088       0.869      0.682      -106.462   nan        0.898      117.168    1.000      361.345   
1089       0.869      0.686      -106.451   nan        0.898      117.156    1.000      361.573   
1090       0.868      0.681      -106.440   nan        0.898      117.179    1.000      361.800   
1091       0.868      0.685      -106.429   nan        0.898      117.262    1.000      362.035   
1092       0.869      0.683      -106.418   nan        0.898      116.772    1.000      362.263   
1093       0.868      0.691      -106.407   nan        0.897      116.751    1.000      362.490   
1094       0.868      0.684      -106.396   nan        0.897      117.247    1.000      362.718   
1095       0.868      0.683      -106.385   nan        0.897      117.219    1.000      362.946   
1096       0.870      0.674      -106.373   nan        0.897      117.183    1.000      363.175   
1097       0.870      0.674      -106.362   nan        0.897      117.142    1.000      363.405   
1098       0.870      0.684      -106.351   nan        0.897      117.083    1.000      363.633   
1099       0.870      0.691      -106.340   nan        0.897      116.874    1.000      363.861   
1100       0.870      0.691      -106.329   nan        0.897      117.041    1.000      364.090   
1101       0.870      0.678      -106.318   nan        0.896      117.325    1.000      369.272   
1102       0.871      0.681      -106.307   nan        0.896      116.922    1.000      369.506   
1103       0.870      0.683      -106.296   nan        0.896      117.041    1.000      369.742   
1104       0.871      0.686      -106.285   nan        0.896      116.951    1.000      369.972   
1105       0.870      0.685      -106.274   nan        0.896      116.993    1.000      370.201   
1106       0.871      0.676      -106.263   nan        0.896      117.015    1.000      370.429   
1107       0.871      0.672      -106.252   nan        0.896      117.113    1.000      370.657   
1108       0.870      0.682      -106.241   nan        0.896      117.015    1.000      370.886   
1109       0.872      0.676      -106.231   nan        0.896      117.296    1.000      371.116   
1110       0.871      0.688      -106.219   nan        0.896      117.019    1.000      371.343   
1111       0.871      0.682      -106.209   nan        0.895      117.052    1.000      371.572   
1112       0.870      0.674      -106.198   nan        0.895      116.904    1.000      371.801   
1113       0.870      0.683      -106.187   nan        0.895      117.005    1.000      372.029   
1114       0.871      0.688      -106.176   nan        0.895      116.858    1.000      372.259   
1115       0.871      0.684      -106.165   nan        0.895      116.901    1.000      372.487   
1116       0.870      0.694      -106.154   nan        0.895      116.806    1.000      372.714   
1117       0.873      0.686      -106.143   nan        0.895      116.904    1.000      372.942   
1118       0.872      0.688      -106.132   nan        0.895      117.012    1.000      373.171   
1119       0.872      0.681      -106.121   nan        0.895      116.924    1.000      373.399   
1120       0.872      0.687      -106.110   nan        0.895      116.942    1.000      373.627   
1121       0.872      0.690      -106.099   nan        0.895      116.767    1.000      373.854   
1122       0.872      0.684      -106.088   nan        0.895      117.015    1.000      374.083   
1123       0.872      0.680      -106.077   nan        0.894      117.125    1.000      374.310   
1124       0.872      0.690      -106.066   nan        0.894      116.884    1.000      374.538   
1125       0.872      0.685      -106.055   nan        0.894      116.772    1.000      374.765   
1126       0.873      0.688      -106.045   nan        0.894      116.792    1.000      374.997   
1127       0.872      0.690      -106.034   nan        0.894      116.931    1.000      375.225   
1128       0.872      0.680      -106.023   nan        0.894      116.995    1.000      375.452   
1129       0.873      0.687      -106.012   nan        0.894      116.658    1.000      375.686   
1130       0.873      0.700      -106.001   nan        0.894      116.624    1.000      375.916   
1131       0.874      0.689      -105.991   nan        0.894      116.735    1.000      376.147   
1132       0.873      0.686      -105.980   nan        0.894      116.649    1.000      376.376   
1133       0.873      0.699      -105.969   nan        0.894      116.472    1.000      376.606   
1134       0.872      0.686      -105.958   nan        0.894      116.760    1.000      376.834   
1135       0.873      0.685      -105.947   nan        0.894      116.791    1.000      377.063   
1136       0.873      0.687      -105.936   nan        0.893      116.742    1.000      377.291   
1137       0.872      0.678      -105.925   nan        0.893      117.005    1.000      377.519   
1138       0.872      0.691      -105.914   nan        0.893      116.880    1.000      377.747   
1139       0.874      0.687      -105.904   nan        0.893      116.844    1.000      377.975   
1140       0.872      0.693      -105.893   nan        0.893      116.600    1.000      378.208   
1141       0.873      0.691      -105.882   nan        0.893      116.779    1.000      378.439   
1142       0.874      0.691      -105.872   nan        0.893      116.612    1.000      378.669   
1143       0.874      0.692      -105.861   nan        0.893      116.837    1.000      378.898   
1144       0.875      0.684      -105.850   nan        0.893      116.677    1.000      379.127   
1145       0.874      0.692      -105.839   nan        0.893      116.612    1.000      379.355   
1146       0.874      0.689      -105.829   nan        0.893      116.657    1.000      379.586   
1147       0.874      0.690      -105.818   nan        0.893      116.676    1.000      379.814   
1148       0.874      0.690      -105.807   nan        0.893      116.678    1.000      380.046   
1149       0.874      0.693      -105.796   nan        0.892      116.893    1.000      380.275   
1150       0.874      0.691      -105.786   nan        0.892      116.773    1.000      380.505   
1151       0.874      0.686      -105.775   nan        0.892      116.781    1.000      385.667   
1152       0.873      0.702      -105.764   nan        0.892      116.472    1.000      385.896   
1153       0.873      0.702      -105.753   nan        0.892      116.479    1.000      386.129   
1154       0.874      0.692      -105.743   nan        0.892      116.620    1.000      386.359   
1155       0.875      0.693      -105.732   nan        0.892      116.724    1.000      386.587   
1156       0.875      0.689      -105.721   nan        0.892      116.733    1.000      386.843   
1157       0.875      0.688      -105.710   nan        0.892      116.525    1.000      387.075   
1158       0.875      0.686      -105.700   nan        0.892      116.761    1.000      387.306   
1159       0.876      0.687      -105.689   nan        0.892      116.773    1.000      387.536   
1160       0.875      0.697      -105.678   nan        0.892      116.578    1.000      387.766   
1161       0.876      0.688      -105.668   nan        0.892      116.591    1.000      387.996   
1162       0.876      0.691      -105.657   nan        0.892      116.506    1.000      388.226   
1163       0.875      0.701      -105.646   nan        0.892      116.375    1.000      388.456   
1164       0.874      0.697      -105.636   nan        0.892      116.481    1.000      388.685   
1165       0.876      0.694      -105.625   nan        0.892      116.395    1.000      388.915   
1166       0.875      0.691      -105.614   nan        0.892      116.729    1.000      389.147   
1167       0.875      0.696      -105.604   nan        0.892      116.529    1.000      389.377   
1168       0.876      0.695      -105.593   nan        0.891      116.429    1.000      389.605   
1169       0.875      0.699      -105.582   nan        0.892      116.403    1.000      389.834   
1170       0.875      0.696      -105.572   nan        0.891      116.501    1.000      390.066   
1171       0.877      0.692      -105.561   nan        0.891      116.511    1.000      390.296   
1172       0.877      0.692      -105.551   nan        0.891      116.603    1.000      390.524   
1173       0.877      0.697      -105.540   nan        0.891      116.363    1.000      390.753   
1174       0.877      0.694      -105.529   nan        0.891      116.594    1.000      390.986   
1175       0.877      0.702      -105.519   nan        0.891      116.454    1.000      391.216   
1176       0.877      0.693      -105.509   nan        0.891      116.537    1.000      391.452   
1177       0.877      0.690      -105.498   nan        0.891      116.404    1.000      391.682   
1178       0.877      0.693      -105.488   nan        0.891      116.476    1.000      391.912   
1179       0.875      0.699      -105.477   nan        0.891      116.203    1.000      392.143   
1180       0.877      0.696      -105.466   nan        0.891      116.101    1.000      392.373   
1181       0.878      0.709      -105.456   nan        0.891      116.232    1.000      392.602   
1182       0.875      0.707      -105.445   nan        0.891      116.413    1.000      392.833   
1183       0.877      0.699      -105.434   nan        0.890      116.555    1.000      393.076   
1184       0.878      0.703      -105.424   nan        0.890      116.163    1.000      393.316   
1185       0.878      0.693      -105.413   nan        0.890      116.334    1.000      393.550   
1186       0.877      0.697      -105.403   nan        0.890      116.374    1.000      393.781   
1187       0.878      0.691      -105.392   nan        0.890      116.450    1.000      394.014   
1188       0.877      0.697      -105.382   nan        0.890      116.368    1.000      394.244   
1189       0.878      0.695      -105.371   nan        0.890      116.355    1.000      394.476   
1190       0.876      0.698      -105.361   nan        0.890      116.430    1.000      394.707   
1191       0.877      0.700      -105.350   nan        0.890      116.388    1.000      394.941   
1192       0.878      0.698      -105.340   nan        0.890      116.329    1.000      395.172   
1193       0.879      0.695      -105.329   nan        0.890      116.454    1.000      395.403   
1194       0.877      0.697      -105.318   nan        0.890      116.349    1.000      395.634   
1195       0.878      0.697      -105.308   nan        0.890      116.297    1.000      395.864   
1196       0.877      0.702      -105.298   nan        0.889      116.150    1.000      396.097   
1197       0.878      0.708      -105.287   nan        0.889      116.354    1.000      396.328   
1198       0.878      0.694      -105.277   nan        0.889      116.460    1.000      396.559   
1199       0.879      0.699      -105.266   nan        0.889      116.328    1.000      396.790   
1200       0.879      0.702      -105.256   nan        0.889      116.327    1.000      397.021   
1201       0.878      0.705      -105.246   nan        0.889      116.178    1.000      402.223   
1202       0.878      0.708      -105.235   nan        0.889      116.302    1.000      402.457   
